NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:24:53.089	2063941.29639670
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
791	7.90000	493.083	0.942	1154.569	827.311	234.566	26.174	842.388	221.575	496.071	903.353	167.778	70.929	903.949	-208.708	70.194	1208.825	46.979	1271.476	634.634	135.484	76.227	411.146	-196.876	671.937	577.947	127.127	1181.280	588.240	-108.899	1185.379	640.125	-155.714	74.699	820.853	-272.574	29.567	696.865	-211.905	92.366	693.777	183.640	92.719	837.808	-233.790	498.185	398.098	202.434	678.582
792	7.91000	489.592	0.689	1148.184	827.338	234.508	26.240	841.942	221.731	496.079	903.339	167.726	70.993	903.997	-208.756	70.241	1204.967	47.498	1267.162	634.682	135.373	76.241	409.075	-196.535	665.764	574.273	126.846	1175.242	584.759	-109.088	1179.218	640.269	-155.588	74.647	820.822	-272.519	29.546	696.979	-211.761	92.229	693.765	183.558	92.715	837.255	-233.622	498.208	395.694	202.588	672.528
793	7.92000	485.974	0.442	1142.128	827.341	234.495	26.289	841.374	221.827	496.113	903.329	167.652	70.995	904.040	-208.762	70.354	1200.857	47.963	1263.180	634.674	135.292	76.244	406.984	-196.194	659.663	570.405	126.551	1169.506	581.117	-109.253	1173.371	640.368	-155.469	74.591	820.844	-272.519	29.630	697.033	-211.636	92.194	693.733	183.482	92.664	836.540	-233.389	498.297	393.234	202.645	666.635
794	7.93000	482.184	0.220	1136.368	827.350	234.459	26.369	840.567	222.004	496.297	903.302	167.634	71.144	904.022	-208.738	70.571	1196.649	48.433	1259.338	634.649	135.280	76.234	404.847	-195.901	653.806	566.403	126.218	1164.068	577.321	-109.427	1167.827	640.428	-155.397	74.522	820.828	-272.523	29.839	697.042	-211.383	92.053	693.670	183.440	92.650	835.712	-233.012	498.443	390.748	202.685	660.994
795	7.94000	478.229	0.009	1130.918	827.319	234.442	26.481	839.588	222.157	496.556	903.229	167.559	71.326	903.978	-208.764	70.867	1192.349	48.835	1255.748	634.584	135.259	76.251	402.603	-193.904	646.950	562.208	125.965	1158.896	573.436	-109.590	1162.487	640.408	-155.357	74.490	820.766	-272.580	30.040	697.107	-210.607	91.462	693.525	183.438	92.726	834.718	-232.688	498.659	388.208	202.798	655.595
796	7.95000	474.076	-0.243	1125.633	827.290	234.441	26.606	838.397	222.387	496.956	903.154	167.549	71.533	903.904	-208.761	71.190	1187.964	49.294	1252.346	634.546	135.247	76.238	400.221	-195.226	643.180	557.838	125.814	1153.865	569.371	-109.779	1157.419	640.367	-155.369	74.460	820.720	-272.537	30.352	696.401	-213.615	94.254	693.409	183.425	92.746	833.636	-232.287	498.908	385.599	202.939	650.461
797	7.96000	469.749	-0.471	1120.598	827.272	234.418	26.706	837.049	222.698	497.427	903.087	167.552	71.800	903.834	-208.678	71.547	1183.487	49.732	1249.224	634.497	135.242	76.229	397.761	-193.279	636.955	553.372	125.756	1149.138	565.220	-110.083	1152.483	640.289	-155.313	74.416	820.702	-272.531	30.586	696.896	-210.402	91.463	693.294	183.472	92.774	832.492	-231.789	499.260	382.907	203.044	645.502
798	7.97000	465.208	-0.678	1115.814	827.241	234.407	26.840	835.522	222.987	497.870	902.971	167.658	72.125	903.796	-208.581	71.799	1178.855	50.081	1246.305	634.447	135.198	76.199	395.291	-192.917	632.378	548.824	125.752	1144.642	560.917	-110.401	1147.787	640.192	-155.298	74.317	820.670	-272.484	30.857	696.734	-210.338	91.496	693.162	183.507	92.795	831.167	-231.243	499.642	380.161	203.173	640.701
799	7.98000	460.603	-0.815	1111.151	827.194	234.427	27.044	833.808	223.454	498.308	902.852	167.761	72.482	903.728	-208.403	72.178	1174.065	50.395	1243.547	634.380	135.166	76.148	392.737	-194.334	629.277	544.143	125.715	1140.491	556.421	-110.624	1143.386	640.146	-155.233	74.248	820.667	-272.436	31.168	696.577	-210.198	91.508	692.947	183.481	92.769	829.857	-230.713	500.045	377.289	203.284	636.106
800	7.99000	455.817	-0.945	1106.763	827.132	234.484	27.236	831.944	223.961	498.758	902.691	167.900	72.940	903.626	-208.361	72.654	1169.135	50.689	1241.147	634.324	135.138	76.091	390.214	-193.983	624.827	539.374	125.633	1136.570	551.691	-110.738	1139.191	640.036	-155.172	74.191	820.611	-272.401	31.514	696.374	-210.186	91.641	692.727	183.488	92.730	828.303	-230.170	500.493	374.331	203.398	631.666
801	8.00000	450.892	-1.005	1102.637	827.037	234.549	27.421	829.920	224.672	499.243	902.512	168.093	73.434	903.446	-208.259	73.151	1163.971	50.916	1238.842	634.246	135.207	76.091	387.672	-193.664	620.423	534.375	125.564	1132.816	546.730	-110.798	1135.182	639.955	-155.056	74.071	820.554	-272.354	31.968	696.121	-210.058	91.575	692.454	183.546	92.699	826.714	-229.502	500.874	371.307	203.776	627.295
802	8.01000	445.751	-1.108	1098.605	826.998	234.546	27.553	827.738	225.351	499.773	902.339	168.202	73.881	903.291	-208.119	73.680	1158.562	51.169	1236.660	634.155	135.224	76.044	385.208	-193.396	616.035	529.179	125.543	1129.279	541.576	-110.895	1131.348	639.836	-154.959	73.956	820.504	-272.291	32.301	695.951	-209.869	91.581	692.234	183.739	92.751	825.114	-228.882	501.347	368.186	204.079	623.026
803	8.02000	440.406	-1.146	1094.776	826.945	234.599	27.697	825.509	226.052	500.358	902.133	168.375	74.380	903.178	-207.971	74.182	1153.040	51.375	1234.741	634.077	135.264	76.027	382.604	-193.126	611.761	523.834	125.621	1125.855	536.326	-111.032	1127.700	639.732	-154.912	73.835	820.466	-272.217	32.915	695.775	-209.705	91.579	691.982	183.901	92.737	823.340	-228.257	501.779	364.759	204.329	618.971
804	8.03000	434.893	-1.210	1091.087	826.928	234.639	27.839	823.594	227.529	501.090	901.952	168.521	74.830	903.042	-207.886	74.656	1147.331	51.578	1232.924	634.006	135.327	76.033	380.000	-192.930	607.598	518.312	125.758	1122.685	530.876	-111.139	1124.211	639.675	-154.822	73.794	820.395	-272.139	33.236	695.606	-209.593	91.604	691.753	184.071	92.722	821.489	-227.598	502.369	361.124	204.604	615.089
805	8.04000	429.240	-1.199	1087.620	826.875	234.638	27.957	820.778	228.221	501.945	901.738	168.622	75.273	902.920	-207.783	75.153	1141.492	51.685	1231.346	633.856	135.426	76.023	377.218	-192.695	603.683	512.645	125.911	1119.632	525.294	-111.207	1120.817	639.641	-154.723	73.734	820.313	-272.146	33.608	695.459	-209.563	91.703	691.463	184.249	92.727	819.529	-226.899	502.948	357.449	204.758	611.177
806	8.05000	423.422	-1.122	1084.276	826.850	234.611	28.149	817.970	229.036	502.744	901.533	168.631	75.850	902.772	-207.633	75.677	1135.479	51.836	1229.802	633.824	135.465	76.060	374.185	-192.851	600.347	506.809	126.091	1116.695	519.573	-111.219	1117.597	639.606	-154.669	73.691	820.284	-272.109	34.037	695.302	-209.324	91.725	691.190	184.380	92.757	817.479	-226.171	503.506	353.727	204.913	607.171
807	8.06000	417.404	-0.909	1080.985	826.820	234.604	28.394	815.078	230.269	503.113	901.303	168.644	76.301	902.567	-207.420	76.295	1129.292	51.893	1228.351	633.684	135.547	76.073	370.929	-192.564	596.885	500.821	126.311	1113.841	513.649	-111.135	1114.530	639.522	-154.604	73.634	820.241	-271.989	34.658	694.539	-212.375	94.643	690.918	184.543	92.741	815.282	-225.422	504.053	350.034	205.080	603.041
808	8.07000	411.238	-0.701	1077.793	826.804	234.518	28.667	812.266	231.156	503.814	901.042	168.654	76.892	902.259	-207.162	76.973	1122.914	51.963	1227.027	633.470	135.620	76.074	367.444	-192.317	593.515	494.648	126.586	1111.081	507.511	-110.973	1111.508	639.391	-154.527	73.558	820.148	-271.876	35.346	694.272	-212.527	95.055	690.573	184.750	92.797	813.070	-225.508	505.535	346.265	205.220	598.916
809	8.08000	404.793	-0.472	1074.659	826.768	234.477	28.891	809.392	231.990	504.541	900.754	168.624	77.445	901.957	-206.948	77.782	1116.376	52.055	1225.728	633.277	135.683	76.078	363.781	-192.078	590.019	488.282	126.888	1108.318	501.148	-110.744	1108.674	639.169	-154.407	73.523	820.052	-271.780	36.048	694.079	-212.445	95.369	690.229	184.935	92.837	810.742	-224.871	506.368	342.455	205.397	594.796
810	8.09000	398.231	-0.136	1071.512	826.769	234.386	29.193	806.464	232.820	505.283	900.484	168.592	78.028	901.567	-206.678	78.668	1109.691	52.113	1224.386	633.058	135.743	76.080	360.091	-191.840	586.590	481.666	127.222	1105.598	494.615	-110.457	1105.992	638.872	-154.266	73.443	819.899	-271.670	36.657	693.726	-212.123	95.205	689.860	185.116	92.878	808.364	-224.060	507.089	338.588	205.621	590.787
811	8.10000	391.542	0.232	1068.492	826.733	234.319	29.567	803.631	233.920	505.740	900.183	168.466	78.602	901.263	-206.400	79.615	1102.858	52.132	1223.170	632.772	135.860	76.187	356.395	-191.627	583.171	474.870	127.602	1103.029	487.939	-110.167	1103.432	638.627	-154.255	73.357	819.800	-271.578	37.487	693.694	-210.786	93.988	689.514	185.280	92.924	805.804	-222.366	506.865	334.699	205.947	587.005
812	8.11000	384.824	0.637	1065.817	826.737	234.226	29.891	800.867	234.650	506.511	899.917	168.312	79.181	900.898	-206.080	80.530	1095.932	52.172	1221.957	632.479	136.000	76.229	352.907	-191.243	579.842	468.003	128.068	1100.753	481.066	-109.814	1101.209	638.412	-154.201	73.319	819.671	-271.461	38.293	693.286	-210.439	93.894	689.139	185.552	93.092	803.616	-222.697	508.511	330.835	206.347	583.503
813	8.12000	378.113	1.047	1063.720	826.693	234.159	30.243	798.244	235.355	507.228	899.621	168.230	79.889	900.529	-205.834	81.443	1088.943	52.200	1220.887	632.229	136.084	76.211	349.587	-190.876	576.810	461.117	128.595	1098.946	474.209	-109.549	1099.459	638.077	-154.211	73.191	819.550	-271.317	38.831	692.821	-210.489	94.156	688.746	185.698	93.134	801.290	-222.175	509.182	327.038	206.786	580.526
814	8.13000	371.414	1.446	1062.324	826.671	234.074	30.581	795.855	236.138	508.050	899.400	168.108	80.418	900.221	-205.618	82.326	1081.940	52.243	1219.866	632.065	136.230	76.287	346.491	-190.529	574.324	454.289	129.085	1097.811	467.295	-109.363	1098.242	637.767	-154.208	73.183	819.444	-271.301	39.424	692.423	-210.406	94.354	688.440	185.984	93.304	799.156	-221.960	510.044	323.452	207.230	578.090
815	8.14000	364.866	1.806	1061.758	826.649	234.060	30.755	793.728	236.910	508.816	899.290	168.050	80.607	899.905	-205.437	83.040	1075.022	52.305	1218.926	631.922	136.349	76.404	343.360	-190.190	572.744	447.647	129.511	1097.387	460.425	-109.292	1097.635	637.527	-154.213	73.233	819.404	-271.231	40.074	692.070	-210.406	94.522	688.264	186.252	93.422	797.195	-221.826	510.846	320.202	207.565	576.125
816	8.15000	358.405	2.028	1061.892	826.654	234.064	30.646	791.894	237.705	509.480	899.326	168.083	80.489	899.700	-205.200	83.630	1068.262	52.374	1218.038	631.860	136.453	76.539	340.542	-189.636	571.809	441.062	129.803	1097.488	453.680	-109.289	1097.651	637.292	-154.258	73.342	819.374	-271.089	40.516	691.784	-210.519	94.781	688.213	186.521	93.571	795.328	-220.874	510.710	317.258	207.794	574.574
817	8.16000	351.991	2.219	1062.419	826.689	234.120	30.356	790.251	238.501	510.044	899.483	168.169	80.042	899.574	-205.059	84.116	1061.775	52.514	1217.223	631.835	136.563	76.824	337.919	-188.780	571.019	434.230	130.665	1098.142	446.999	-109.346	1098.079	637.101	-154.371	73.459	819.356	-271.016	40.753	691.482	-210.682	95.006	688.285	186.770	93.699	793.920	-221.924	512.274	314.672	207.960	573.226
818	8.17000	345.626	2.386	1063.055	826.747	234.169	29.988	788.767	239.286	510.600	899.788	168.222	79.456	899.465	-204.840	84.505	1055.507	52.631	1216.489	631.879	136.662	77.031	335.591	-187.644	570.324	427.786	130.883	1099.062	440.429	-109.451	1098.698	636.861	-154.439	73.548	819.357	-270.965	40.888	691.245	-210.802	95.215	688.398	187.078	93.817	792.319	-221.113	511.964	312.362	208.020	572.251
819	8.18000	339.179	2.559	1063.677	826.739	234.254	29.701	787.383	239.984	511.000	900.036	168.422	78.874	899.440	-204.750	84.603	1049.569	52.745	1215.909	631.913	136.699	77.300	333.272	-187.157	570.269	421.384	131.198	1100.004	433.916	-109.525	1099.514	636.727	-154.515	73.633	819.419	-270.817	40.865	691.181	-211.264	95.755	688.557	187.298	93.917	790.948	-221.294	512.481	310.213	208.086	571.587
820	8.19000	332.794	2.896	1064.100	826.737	234.356	29.350	786.056	240.598	511.308	900.250	168.624	78.409	899.459	-204.645	84.552	1043.831	52.845	1215.534	631.967	136.702	77.469	331.016	-186.762	570.264	415.089	131.562	1101.030	427.435	-109.530	1100.379	636.612	-154.717	73.774	819.482	-270.803	40.768	690.926	-211.121	95.431	688.689	187.502	93.973	789.561	-221.591	512.901	308.224	208.151	571.114
821	8.20000	326.489	3.325	1064.342	826.789	234.389	28.968	784.813	241.100	511.482	900.438	168.706	77.877	899.520	-204.616	84.372	1038.295	52.922	1215.363	632.019	136.758	77.598	328.862	-186.436	570.153	408.871	131.988	1101.955	421.096	-109.435	1101.204	636.596	-154.752	73.833	819.567	-270.718	40.486	690.878	-211.295	95.485	688.783	187.724	94.039	788.112	-221.813	513.298	306.366	208.164	570.668
822	8.21000	320.297	3.846	1064.404	826.877	234.350	28.715	783.706	241.480	511.688	900.612	168.610	77.521	899.585	-204.627	84.214	1032.795	52.919	1215.402	632.062	136.819	77.742	326.793	-186.218	569.758	402.646	132.447	1102.695	414.833	-109.249	1101.913	636.629	-154.838	73.944	819.649	-270.752	40.298	690.766	-212.235	96.061	688.862	187.957	94.093	786.749	-222.056	513.593	304.641	208.062	570.183
823	8.22000	314.182	4.391	1064.303	826.954	234.268	28.516	782.748	241.717	511.948	900.714	168.505	77.303	899.628	-204.714	84.057	1027.340	52.937	1215.547	632.063	136.891	77.867	324.794	-186.048	569.148	396.529	132.954	1103.263	408.680	-108.968	1102.407	636.647	-154.928	74.082	819.686	-270.747	39.996	690.807	-211.682	95.390	688.921	188.106	94.166	785.617	-223.318	514.869	302.994	207.889	569.605
824	8.23000	308.169	4.928	1063.908	827.022	234.231	28.347	781.951	241.809	512.279	900.825	168.463	77.054	899.675	-204.765	83.918	1021.929	52.932	1215.903	632.054	136.988	77.999	322.964	-185.847	568.281	390.523	133.504	1103.591	402.754	-109.182	1103.479	636.654	-155.026	74.160	819.730	-270.816	39.663	690.762	-211.856	95.403	688.927	188.214	94.181	784.458	-223.602	515.158	301.393	207.725	568.912
825	8.24000	302.312	5.414	1063.352	827.064	234.232	28.114	781.245	241.766	512.633	900.918	168.422	76.784	899.744	-204.825	83.726	1016.505	52.934	1216.377	632.092	137.018	78.116	321.285	-185.672	567.100	384.690	134.108	1103.675	396.961	-108.973	1103.702	636.695	-155.151	74.236	819.816	-270.782	39.307	690.745	-212.035	95.371	688.970	188.311	94.244	783.473	-223.830	515.499	299.880	207.692	568.036
826	8.25000	296.504	5.764	1062.553	827.133	234.224	27.759	780.644	241.600	512.954	901.090	168.402	76.268	899.864	-204.845	83.519	1011.044	52.966	1216.992	632.184	137.109	78.248	319.764	-185.631	565.932	378.996	134.724	1103.577	391.324	-108.768	1103.720	636.727	-155.228	74.313	819.915	-270.772	38.953	690.773	-212.244	95.391	689.106	188.409	94.270	782.586	-223.995	515.680	298.577	207.843	567.035
827	8.26000	290.938	6.063	1061.640	827.246	234.181	27.333	780.085	241.102	513.642	901.348	168.298	75.528	899.992	-204.906	83.130	1005.586	53.029	1217.756	632.348	137.134	78.435	318.459	-185.626	564.623	373.809	134.667	1103.212	385.899	-108.574	1103.606	636.823	-155.363	74.426	820.046	-270.814	38.535	690.898	-212.425	95.331	689.334	188.546	94.374	781.927	-224.215	515.876	297.468	208.017	565.842
828	8.27000	285.605	6.362	1060.608	827.387	234.125	26.903	779.657	240.860	513.923	901.673	168.217	74.775	900.242	-204.940	82.641	1000.119	53.121	1218.609	632.538	137.098	78.619	317.363	-185.777	563.307	368.463	135.280	1102.701	380.607	-108.413	1103.289	636.963	-155.494	74.594	820.164	-270.879	38.080	691.085	-212.617	95.325	689.660	188.643	94.379	781.360	-224.423	516.067	296.459	208.099	564.519
829	8.28000	280.528	6.657	1059.443	827.469	234.083	26.500	779.371	240.647	514.178	901.974	168.108	74.054	900.461	-205.035	82.215	994.647	53.248	1219.456	632.708	137.137	78.807	316.446	-185.873	562.071	363.265	135.883	1101.989	375.452	-108.243	1102.825	637.107	-155.607	74.733	820.251	-270.843	37.672	691.273	-212.813	95.302	689.965	188.756	94.483	780.991	-224.746	516.266	295.575	208.178	563.104
830	8.29000	275.565	7.059	1058.360	827.565	234.070	26.148	779.176	240.466	514.403	902.230	168.053	73.401	900.642	-205.010	81.779	989.291	53.384	1220.434	632.881	137.106	78.933	315.725	-185.958	560.917	358.217	136.448	1101.241	370.388	-108.082	1102.201	637.249	-155.723	74.928	820.392	-270.875	37.322	691.421	-213.076	95.296	690.228	188.834	94.523	780.758	-225.061	516.384	294.770	208.234	561.683
831	8.30000	270.800	7.372	1057.260	827.660	234.021	25.841	779.065	240.258	514.535	902.572	167.928	72.762	900.803	-205.082	81.271	983.990	53.569	1221.322	633.039	137.117	79.108	315.075	-186.013	559.812	353.301	137.017	1100.455	365.397	-107.936	1101.652	637.343	-155.826	75.008	820.484	-270.851	36.872	691.578	-213.256	95.237	690.496	188.880	94.528	780.540	-225.386	516.314	294.069	208.281	560.314
832	8.31000	266.128	7.771	1056.227	827.744	234.008	25.652	779.022	240.113	514.582	902.763	167.903	72.400	901.046	-205.149	80.756	978.827	53.783	1222.261	633.138	137.073	79.185	314.562	-186.038	558.799	348.496	137.507	1099.658	360.492	-107.763	1101.029	637.448	-155.941	75.146	820.579	-270.977	36.180	691.835	-213.444	95.205	690.705	188.934	94.544	780.329	-224.872	515.472	293.409	208.287	559.040
833	8.32000	261.608	8.159	1055.233	827.775	233.984	25.476	779.053	239.958	514.630	902.907	167.833	72.156	901.344	-205.254	80.179	973.832	54.039	1223.057	633.193	137.076	79.267	314.030	-186.196	557.820	343.816	137.970	1098.906	355.690	-107.566	1100.448	637.630	-156.082	75.317	820.707	-270.985	35.844	692.051	-213.662	95.129	690.817	188.906	94.551	780.277	-225.251	515.505	292.785	208.275	557.970
834	8.33000	257.181	8.483	1054.187	827.825	233.997	25.376	779.155	239.831	514.634	903.018	167.830	71.915	901.567	-205.291	79.603	969.050	54.280	1223.808	633.240	137.105	79.354	313.622	-186.400	556.817	339.302	138.378	1098.196	351.023	-107.358	1099.849	637.812	-156.161	75.500	820.785	-271.010	35.466	692.251	-213.884	95.112	690.905	188.979	94.617	780.389	-226.682	516.388	292.222	208.238	557.030
835	8.34000	252.898	8.780	1053.251	827.854	233.974	25.265	779.257	239.670	514.682	903.173	167.744	71.664	901.733	-205.309	79.079	964.504	54.524	1224.525	633.289	137.149	79.456	313.255	-186.684	555.858	334.942	138.767	1097.608	346.421	-107.111	1099.323	637.965	-156.213	75.619	820.903	-271.007	35.016	692.394	-214.020	95.100	691.008	189.047	94.727	780.380	-227.044	516.334	291.778	208.182	556.238
836	8.35000	248.729	9.042	1052.318	827.928	233.961	25.136	779.393	239.483	514.687	903.302	167.709	71.395	901.882	-205.337	78.572	960.131	54.773	1225.088	633.374	137.153	79.552	312.942	-186.940	554.978	330.707	139.192	1097.022	341.950	-106.860	1098.840	638.040	-156.323	75.732	821.013	-270.971	34.619	692.572	-214.175	95.034	691.119	189.049	94.713	780.415	-227.505	516.293	291.435	208.062	555.565
837	8.36000	244.711	9.329	1051.483	827.990	233.930	24.957	779.544	239.303	514.806	903.429	167.669	71.091	902.014	-205.381	78.136	956.028	55.007	1225.679	633.436	137.145	79.639	312.675	-187.181	554.088	326.669	139.620	1096.536	337.626	-106.667	1098.531	638.079	-156.399	75.822	821.096	-271.014	34.291	692.726	-214.325	95.025	691.245	189.062	94.791	780.432	-227.893	516.191	291.177	207.968	555.032
838	8.37000	240.851	9.655	1050.720	828.065	233.889	24.804	779.665	239.128	514.820	903.585	167.562	70.707	902.232	-205.412	77.637	952.122	55.228	1226.171	633.499	137.129	79.714	312.418	-187.309	553.278	322.741	140.066	1096.113	333.450	-106.409	1098.227	638.166	-156.483	75.960	821.232	-271.019	33.871	692.834	-214.471	95.043	691.418	189.120	94.822	780.410	-227.284	515.262	290.967	207.864	554.582
839	8.38000	237.189	9.948	1050.092	828.129	233.864	24.670	779.805	238.889	514.883	903.755	167.464	70.376	902.408	-205.448	77.165	948.431	55.473	1226.598	633.573	137.129	79.776	312.194	-187.436	552.658	319.012	140.532	1095.743	329.440	-106.251	1098.011	638.243	-156.523	76.069	821.295	-271.006	33.537	692.975	-214.607	95.046	691.535	189.117	94.870	780.582	-228.518	516.119	290.771	207.765	554.249
840	8.39000	233.683	10.237	1049.399	828.170	233.838	24.537	779.958	238.635	514.957	903.920	167.345	70.034	902.595	-205.484	76.537	944.910	55.655	1226.970	633.682	137.118	79.869	311.942	-187.560	552.345	315.447	140.969	1095.438	325.607	-106.014	1097.874	638.372	-156.592	76.209	821.428	-271.012	33.162	693.129	-214.791	95.006	691.709	189.120	94.847	780.672	-228.812	516.197	290.628	207.652	553.949
841	8.40000	230.287	10.526	1048.793	828.253	233.775	24.352	780.109	238.394	515.042	904.082	167.194	69.560	902.778	-205.508	75.837	941.605	55.874	1227.392	633.740	137.142	79.956	311.483	-187.720	552.147	312.026	141.385	1095.149	321.995	-105.847	1097.798	638.520	-156.625	76.300	821.511	-271.073	32.578	693.290	-214.910	94.914	691.866	189.085	94.850	780.662	-228.935	516.154	290.535	207.556	553.752
842	8.41000	226.988	10.827	1048.201	828.328	233.720	24.301	780.219	238.160	515.091	904.242	167.109	69.235	903.036	-205.606	75.014	938.459	56.093	1227.720	633.820	137.113	80.009	311.008	-187.789	551.971	308.803	141.774	1094.862	318.522	-105.659	1097.736	638.714	-156.756	76.524	821.644	-271.028	31.955	693.521	-215.044	94.893	692.034	189.106	94.890	780.721	-229.075	516.175	290.464	207.429	553.523
843	8.42000	223.847	11.115	1047.591	828.353	233.675	24.174	780.328	237.874	515.117	904.381	166.999	68.995	903.384	-205.692	74.093	935.436	56.300	1228.017	633.901	137.080	80.076	310.520	-187.883	551.903	305.723	142.132	1094.562	315.242	-105.459	1097.686	638.904	-156.843	76.687	821.784	-271.039	31.457	693.729	-215.249	94.838	692.153	189.079	94.915	780.729	-229.146	516.151	290.306	207.277	553.355
844	8.43000	220.838	11.452	1047.045	828.408	233.646	24.126	780.372	237.604	515.174	904.459	166.885	68.770	903.674	-205.753	73.165	932.594	56.467	1228.285	633.923	137.058	80.115	310.054	-187.948	551.831	302.774	142.495	1094.131	312.129	-105.290	1097.600	639.093	-156.875	76.862	821.899	-271.068	30.865	693.963	-215.485	94.833	692.256	189.082	94.967	780.744	-229.134	516.176	290.135	207.136	553.154
845	8.44000	218.019	11.705	1046.505	828.456	233.628	24.082	780.420	237.313	515.201	904.567	166.783	68.506	903.879	-205.850	72.434	929.913	56.636	1228.558	633.979	137.057	80.145	309.625	-188.040	551.571	299.985	142.861	1093.701	309.166	-105.105	1097.491	639.247	-156.946	77.018	822.041	-271.131	30.301	694.243	-215.634	94.812	692.353	189.060	94.945	780.681	-228.178	515.340	289.904	207.011	552.981
846	8.45000	215.321	11.977	1045.960	828.511	233.588	24.000	780.410	237.067	515.233	904.671	166.673	68.295	904.064	-205.918	71.893	927.339	56.796	1228.847	634.064	137.009	80.176	309.225	-188.060	551.255	297.319	143.228	1093.254	306.366	-104.932	1097.355	639.393	-156.976	77.172	822.088	-271.113	29.814	694.421	-215.736	94.807	692.429	189.055	94.952	780.682	-228.123	515.380	289.629	206.901	552.740
847	8.46000	212.769	12.209	1045.428	828.564	233.523	23.866	780.378	236.848	515.238	904.790	166.580	68.073	904.248	-206.033	71.394	924.864	56.897	1229.128	634.103	137.003	80.246	308.976	-188.153	550.876	294.787	143.571	1092.880	303.737	-104.782	1097.154	639.491	-157.020	77.219	822.151	-271.161	29.631	694.578	-215.862	94.831	692.528	189.041	94.966	780.698	-228.026	515.371	289.285	206.823	552.458
848	8.47000	210.352	12.478	1044.890	828.624	233.470	23.784	780.321	236.598	515.361	904.940	166.452	67.603	904.423	-206.111	70.919	922.483	56.988	1229.360	634.205	136.958	80.273	308.773	-188.222	550.453	292.456	143.871	1092.449	301.243	-104.620	1096.886	639.557	-157.096	77.222	822.229	-271.137	29.356	694.747	-215.921	94.776	692.666	189.054	94.973	780.686	-227.895	515.330	288.911	206.799	552.154
849	8.48000	208.043	12.685	1044.402	828.700	233.425	23.703	780.162	236.381	515.389	905.098	166.298	67.225	904.546	-206.178	70.422	920.175	57.058	1229.601	634.321	136.966	80.344	308.594	-188.258	550.069	290.194	144.109	1092.050	298.898	-104.475	1096.658	639.639	-157.120	77.248	822.332	-271.172	29.006	694.924	-215.970	94.723	692.818	189.100	94.989	780.813	-228.673	516.176	288.476	206.800	551.797
850	8.49000	205.911	12.889	1043.922	828.770	233.387	23.538	780.000	236.144	515.466	905.295	166.152	66.871	904.657	-206.165	70.095	917.983	57.088	1229.873	634.431	136.892	80.393	308.387	-188.243	549.665	288.068	144.299	1091.723	296.592	-104.352	1096.373	639.710	-157.150	77.300	822.371	-271.206	28.767	695.057	-216.096	94.692	692.984	189.132	94.993	780.797	-228.548	516.201	287.970	206.808	551.490
851	8.50000	203.805	13.031	1043.466	828.853	233.345	23.425	779.805	235.900	515.541	905.501	165.976	66.418	904.723	-206.253	69.845	915.871	57.123	1230.067	634.502	136.860	80.463	308.131	-188.248	549.301	285.979	144.450	1091.365	294.471	-104.231	1096.056	639.811	-157.187	77.352	822.411	-271.182	28.655	695.148	-216.129	94.712	693.150	189.166	95.047	780.729	-228.352	516.150	287.565	206.470	550.804
852	8.51000	201.837	13.123	1043.046	828.909	233.300	23.404	779.586	235.649	515.657	905.622	165.902	66.178	904.764	-206.263	69.658	913.839	57.146	1230.218	634.571	136.888	80.541	307.946	-188.130	549.087	283.978	144.589	1091.050	292.409	-104.148	1095.799	639.834	-157.210	77.422	822.455	-271.189	28.533	695.202	-216.189	94.732	693.254	189.152	95.041	780.613	-228.266	516.200	287.396	205.880	549.834
853	8.52000	199.986	13.250	1042.632	828.947	233.297	23.426	779.321	235.414	515.762	905.681	165.914	66.077	904.824	-206.296	69.532	911.878	57.149	1230.359	634.598	136.899	80.561	307.776	-188.044	548.949	282.079	144.720	1090.729	290.438	-104.078	1095.606	639.841	-157.199	77.412	822.496	-271.179	28.522	695.264	-216.205	94.734	693.293	189.210	95.046	780.436	-228.098	516.244	286.857	205.958	549.489
