NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:19:43.755	2063631.96175450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
959	9.58000	821.591	277.335	22.304	691.413	-176.103	99.715	753.301	-174.428	979.125	679.106	3.961	1494.740	689.039	221.571	103.101	762.748	185.988	528.685	785.691	-135.626	1534.054	906.623	213.051	52.062	635.576	167.114	82.846	820.069	-229.778	24.700	757.563	165.254	1528.688	641.761	-113.921	81.961	759.978	-153.752	523.235	725.587	190.831	986.186	906.976	-167.313	53.981
960	9.59000	821.608	277.348	22.263	691.443	-176.092	99.763	753.193	-174.404	979.177	679.092	4.000	1494.831	689.067	221.599	103.141	762.766	186.043	528.721	785.637	-135.631	1534.084	906.679	213.060	51.982	635.619	167.110	82.915	820.063	-229.772	24.758	757.658	165.303	1528.738	641.772	-113.907	82.034	759.992	-153.445	523.051	725.491	190.946	986.224	906.988	-167.308	53.943
961	9.60000	821.626	277.341	22.263	691.488	-176.077	99.818	753.069	-174.360	979.205	679.079	3.978	1494.987	689.119	221.636	103.196	762.762	186.110	528.828	785.611	-135.607	1534.114	906.754	213.072	51.931	635.672	167.130	82.991	820.083	-229.787	24.762	757.653	165.300	1528.832	641.806	-113.890	82.114	760.008	-153.510	523.193	725.333	191.061	986.334	907.023	-167.301	53.892
962	9.61000	821.619	277.368	22.254	691.537	-176.072	99.897	752.939	-174.340	979.250	679.048	4.042	1495.141	689.144	221.681	103.267	762.798	186.142	528.900	785.543	-135.648	1534.154	906.790	213.106	51.795	635.699	167.150	83.084	820.076	-229.754	24.710	757.692	165.335	1528.868	641.866	-113.835	82.189	760.066	-153.367	523.171	725.173	191.119	986.431	907.049	-167.322	53.824
963	9.62000	821.661	277.379	22.252	691.576	-176.018	99.929	752.786	-174.332	979.275	678.992	4.067	1495.287	689.192	221.700	103.326	762.863	186.165	528.948	785.473	-135.557	1534.190	906.851	213.106	51.697	635.760	167.126	83.158	820.084	-229.742	24.735	757.699	165.365	1528.955	641.945	-113.847	82.286	760.118	-153.357	523.213	724.981	191.160	986.550	907.114	-167.322	53.765
964	9.63000	821.650	277.362	22.233	691.651	-176.014	100.023	752.643	-174.348	979.351	678.929	4.146	1495.397	689.253	221.751	103.385	762.938	186.235	529.062	785.370	-135.599	1534.243	906.904	213.111	51.596	635.809	167.179	83.271	820.091	-229.800	24.715	757.701	165.354	1529.099	641.982	-113.815	82.368	760.207	-153.549	523.502	724.773	191.217	986.668	907.160	-167.353	53.654
965	9.64000	821.681	277.360	22.205	691.725	-176.014	100.098	752.475	-174.298	979.379	678.868	4.228	1495.504	689.299	221.777	103.452	763.043	186.274	529.151	785.231	-135.650	1534.369	906.978	213.131	51.518	635.846	167.166	83.362	820.126	-229.764	24.688	757.740	165.409	1529.187	642.046	-113.795	82.496	760.322	-153.303	523.394	724.556	191.287	986.791	907.214	-167.331	53.579
966	9.65000	821.685	277.372	22.164	691.781	-176.034	100.179	752.196	-174.273	979.493	678.744	4.282	1495.664	689.348	221.810	103.499	763.146	186.273	529.217	785.080	-135.533	1534.383	907.046	213.129	51.424	635.919	167.178	83.438	820.107	-229.758	24.698	757.738	165.463	1529.264	642.090	-113.808	82.614	760.454	-153.281	523.481	724.289	191.334	986.880	907.284	-167.310	53.477
967	9.66000	821.706	277.377	22.162	691.853	-176.041	100.226	751.915	-174.237	979.565	678.613	4.391	1495.816	689.410	221.821	103.526	763.262	186.300	529.302	784.910	-135.550	1534.480	907.073	213.133	51.335	636.001	167.216	83.568	820.141	-229.795	24.711	757.681	165.533	1529.406	642.153	-113.831	82.703	760.601	-153.212	523.487	724.003	191.386	986.958	907.324	-167.300	53.381
968	9.67000	821.719	277.377	22.167	691.929	-176.098	100.311	751.669	-174.199	979.689	678.497	4.465	1495.970	689.466	221.821	103.611	763.342	186.310	529.449	784.755	-135.550	1534.641	907.126	213.144	51.255	636.053	167.198	83.632	820.148	-229.755	24.687	757.595	165.506	1529.601	642.214	-113.841	82.804	760.771	-153.448	523.734	723.742	191.409	987.023	907.391	-167.296	53.289
969	9.68000	821.718	277.406	22.156	691.994	-176.128	100.386	751.357	-174.192	979.849	678.324	4.525	1496.150	689.524	221.821	103.675	763.361	186.299	529.541	784.548	-135.591	1534.754	907.168	213.175	51.175	636.114	167.184	83.725	820.170	-229.732	24.690	757.551	165.555	1529.711	642.285	-113.836	82.954	760.914	-153.439	523.841	723.409	191.416	987.149	907.421	-167.311	53.214
970	9.69000	821.716	277.398	22.162	692.052	-176.145	100.490	750.983	-174.167	980.024	678.165	4.546	1496.302	689.534	221.819	103.736	763.333	186.302	529.622	784.312	-135.511	1534.908	907.196	213.189	51.090	636.175	167.122	83.800	820.174	-229.797	24.704	757.441	165.576	1529.894	642.348	-113.834	83.071	761.029	-153.572	524.019	723.109	191.405	987.233	907.448	-167.348	53.143
971	9.70000	821.732	277.404	22.169	692.096	-176.146	100.510	750.716	-174.136	980.176	677.926	4.575	1496.469	689.569	221.813	103.811	763.244	186.301	529.708	784.078	-135.546	1535.098	907.251	213.186	51.049	636.228	167.109	83.883	820.165	-229.782	24.713	757.307	165.607	1529.922	642.400	-113.846	83.147	761.041	-153.269	523.885	722.787	191.389	987.333	907.500	-167.361	53.051
972	9.71000	821.724	277.405	22.183	692.137	-176.184	100.619	750.311	-174.112	980.324	677.702	4.627	1496.633	689.575	221.814	103.888	763.111	186.294	529.770	783.808	-135.501	1535.270	907.268	213.196	50.989	636.256	167.104	83.907	820.183	-229.777	24.702	757.139	165.629	1530.086	642.452	-113.828	83.242	761.017	-153.397	524.069	722.447	191.360	987.439	907.527	-167.367	53.014
973	9.72000	821.732	277.405	22.142	692.212	-176.216	100.670	749.981	-174.082	980.453	677.483	4.692	1496.763	689.585	221.812	103.888	762.914	186.264	529.834	783.501	-135.388	1535.362	907.262	213.170	50.988	636.269	167.090	83.966	820.173	-229.738	24.651	757.002	165.687	1530.148	642.494	-113.822	83.307	760.878	-153.373	524.139	722.102	191.353	987.509	907.559	-167.364	52.958
974	9.73000	821.742	277.396	22.136	692.216	-176.230	100.720	749.616	-174.062	980.544	677.171	4.752	1496.901	689.555	221.829	103.919	762.702	186.289	529.890	783.197	-135.359	1535.546	907.263	213.172	50.963	636.283	167.099	83.996	820.211	-229.745	24.696	756.766	165.744	1530.252	642.537	-113.838	83.391	760.604	-153.395	524.251	721.777	191.380	987.637	907.586	-167.392	52.895
975	9.74000	821.741	277.400	22.154	692.208	-176.246	100.727	749.158	-174.041	980.642	676.873	4.789	1496.980	689.520	221.852	103.908	762.476	186.352	529.989	782.866	-135.353	1535.606	907.290	213.212	50.956	636.251	167.087	84.001	820.197	-229.736	24.618	756.552	165.764	1530.346	642.558	-113.861	83.453	760.349	-153.212	524.194	721.376	191.397	987.750	907.600	-167.385	52.888
976	9.75000	821.735	277.407	22.128	692.196	-176.271	100.710	748.824	-174.103	980.676	676.555	4.824	1497.030	689.482	221.886	103.909	762.184	186.359	530.016	782.504	-135.326	1535.685	907.252	213.160	50.960	636.239	167.106	83.969	820.218	-229.800	24.684	756.289	165.800	1530.340	642.572	-113.856	83.506	759.897	-153.787	524.754	720.997	191.417	987.824	907.628	-167.424	52.863
977	9.76000	821.728	277.405	22.130	692.184	-176.308	100.694	748.332	-174.125	980.737	676.208	4.886	1497.033	689.449	221.920	103.861	761.839	186.376	530.032	782.146	-135.210	1535.671	907.214	213.186	50.962	636.226	167.163	83.948	820.187	-229.791	24.626	755.967	165.836	1530.320	642.586	-113.888	83.548	759.394	-153.812	524.784	720.560	191.418	987.867	907.637	-167.434	52.863
978	9.77000	821.717	277.416	22.117	692.157	-176.309	100.734	747.957	-174.200	980.794	675.828	4.926	1497.024	689.371	221.981	103.821	761.497	186.425	530.090	781.722	-135.314	1535.754	907.180	213.156	51.016	636.162	167.215	83.876	820.229	-229.772	24.642	755.593	165.791	1530.295	642.583	-113.898	83.545	758.877	-153.998	524.995	720.140	191.436	987.898	907.630	-167.443	52.866
979	9.78000	821.710	277.407	22.116	692.084	-176.378	100.729	747.453	-174.244	980.848	675.429	4.946	1497.038	689.301	222.027	103.743	761.092	186.409	530.013	781.332	-135.348	1535.771	907.131	213.181	51.019	636.107	167.255	83.824	820.211	-229.753	24.666	755.217	165.811	1530.203	642.583	-113.909	83.532	758.216	-153.785	524.876	719.704	191.415	987.844	907.628	-167.442	52.884
980	9.79000	821.708	277.428	22.138	691.998	-176.424	100.724	747.006	-174.292	980.824	675.002	4.909	1496.991	689.233	222.087	103.683	760.640	186.505	530.029	780.858	-135.287	1535.719	907.088	213.147	51.070	636.047	167.302	83.751	820.208	-229.772	24.654	754.810	165.793	1530.165	642.529	-113.956	83.523	757.497	-153.591	524.779	719.290	191.401	987.828	907.596	-167.446	52.906
981	9.80000	821.700	277.434	22.132	691.956	-176.423	100.711	746.463	-174.328	980.843	674.536	4.886	1496.913	689.149	222.140	103.613	760.156	186.488	529.986	780.407	-135.347	1535.643	907.049	213.172	51.160	635.967	167.369	83.653	820.205	-229.818	24.681	754.389	165.831	1530.057	642.509	-113.989	83.496	756.811	-153.878	524.909	718.850	191.416	987.763	907.582	-167.454	52.948
982	9.81000	821.683	277.443	22.135	691.868	-176.472	100.664	745.947	-174.364	980.815	674.076	4.893	1496.858	689.054	222.201	103.573	759.639	186.588	530.015	779.874	-135.406	1535.582	906.999	213.180	51.220	635.895	167.441	83.592	820.187	-229.786	24.637	753.885	165.809	1530.016	642.465	-113.986	83.451	755.987	-154.096	525.056	718.422	191.455	987.718	907.566	-167.460	52.975
983	9.82000	821.675	277.441	22.141	691.782	-176.527	100.652	745.314	-174.375	980.826	673.556	4.913	1496.793	688.974	222.245	103.474	759.146	186.622	530.000	779.396	-135.396	1535.450	906.916	213.187	51.298	635.798	167.514	83.501	820.165	-229.764	24.658	753.377	165.843	1529.888	642.425	-114.034	83.389	755.263	-153.874	524.763	717.991	191.527	987.663	907.543	-167.486	53.024
984	9.83000	821.663	277.454	22.167	691.701	-176.555	100.556	744.703	-174.397	980.781	673.041	4.797	1496.752	688.906	222.308	103.436	758.606	186.655	530.019	778.875	-135.455	1535.372	906.853	213.222	51.373	635.742	167.563	83.410	820.169	-229.784	24.578	752.862	165.797	1529.758	642.372	-114.047	83.326	754.683	-154.067	524.779	717.484	191.578	987.639	907.514	-167.478	53.082
985	9.84000	821.652	277.448	22.157	691.608	-176.631	100.481	744.101	-174.395	980.742	672.511	4.780	1496.690	688.845	222.358	103.348	758.133	186.702	529.986	778.366	-135.537	1535.249	906.812	213.178	51.374	635.686	167.633	83.355	820.198	-229.790	24.601	752.334	165.800	1529.636	642.301	-114.142	83.272	753.991	-154.345	524.904	716.963	191.626	987.585	907.479	-167.511	53.107
986	9.85000	821.646	277.473	22.149	691.535	-176.707	100.361	743.377	-174.467	980.705	671.992	4.707	1496.643	688.785	222.447	103.275	757.641	186.739	529.964	777.840	-135.547	1535.135	906.726	213.190	51.434	635.645	167.686	83.286	820.161	-229.754	24.516	751.841	165.813	1529.582	642.240	-114.171	83.194	753.462	-154.285	524.756	716.380	191.608	987.552	907.457	-167.504	53.180
987	9.86000	821.616	277.488	22.153	691.479	-176.765	100.283	742.605	-174.510	980.594	671.471	4.744	1496.612	688.749	222.513	103.253	757.224	186.750	529.968	777.269	-135.604	1535.020	906.697	213.175	51.461	635.613	167.736	83.219	820.179	-229.790	24.532	751.287	165.784	1529.523	642.190	-114.232	83.123	752.984	-154.100	524.482	715.704	191.575	987.545	907.433	-167.524	53.185
988	9.87000	821.627	277.492	22.142	691.416	-176.784	100.235	741.815	-174.594	980.483	670.921	4.654	1496.677	688.669	222.551	103.199	756.829	186.752	529.958	776.783	-135.702	1535.045	906.654	213.196	51.502	635.593	167.777	83.166	820.189	-229.819	24.574	750.735	165.782	1529.510	642.132	-114.247	83.066	752.617	-154.433	524.570	714.968	191.594	987.527	907.416	-167.521	53.211
989	9.88000	821.625	277.507	22.155	691.385	-176.794	100.212	740.973	-174.699	980.425	670.381	4.571	1496.740	688.653	222.591	103.144	756.471	186.769	530.025	776.244	-135.746	1535.006	906.627	213.178	51.544	635.558	167.802	83.111	820.159	-229.776	24.485	750.232	165.749	1529.453	642.093	-114.222	82.988	752.297	-154.540	524.617	714.147	191.537	987.526	907.403	-167.527	53.239
990	9.89000	821.596	277.528	22.172	691.342	-176.775	100.205	740.040	-174.793	980.372	669.841	4.507	1496.912	688.630	222.621	103.140	756.183	186.741	530.081	775.791	-135.828	1535.068	906.575	213.178	51.571	635.555	167.835	83.067	820.180	-229.788	24.604	749.700	165.734	1529.478	642.120	-114.227	82.928	752.137	-154.456	524.464	713.213	191.489	987.571	907.401	-167.527	53.265
991	9.90000	821.591	277.526	22.186	691.346	-176.741	100.138	739.098	-174.928	980.380	669.356	4.431	1497.039	688.584	222.604	103.105	755.866	186.633	530.100	775.333	-135.870	1535.123	906.571	213.173	51.631	635.542	167.828	83.072	820.168	-229.790	24.541	749.177	165.671	1529.509	642.083	-114.189	82.900	752.094	-154.543	524.514	712.206	191.421	987.589	907.388	-167.515	53.292
992	9.91000	821.606	277.498	22.214	691.339	-176.763	100.148	738.069	-175.055	980.370	668.791	4.461	1497.243	688.558	222.599	103.107	755.599	186.567	530.110	774.832	-135.855	1535.121	906.529	213.175	51.676	635.519	167.815	83.036	820.158	-229.794	24.630	748.672	165.733	1529.554	642.081	-114.182	82.896	752.135	-154.606	524.529	711.065	191.322	987.666	907.387	-167.519	53.309
993	9.92000	821.614	277.502	22.212	691.367	-176.730	100.138	736.957	-175.194	980.458	668.309	4.430	1497.526	688.535	222.573	103.094	755.371	186.446	530.116	774.387	-135.859	1535.259	906.502	213.163	51.718	635.496	167.846	83.036	820.163	-229.835	24.634	748.206	165.693	1529.696	642.091	-114.196	82.889	752.303	-154.821	524.654	709.862	191.223	987.694	907.406	-167.518	53.310
994	9.93000	821.610	277.497	22.233	691.399	-176.716	100.119	735.831	-175.283	980.572	667.787	4.421	1497.786	688.502	222.531	103.084	755.175	186.336	530.126	773.980	-135.944	1535.421	906.483	213.154	51.747	635.480	167.816	82.978	820.192	-229.751	24.594	747.693	165.709	1529.843	642.089	-114.133	82.846	752.604	-154.817	524.602	708.543	191.104	987.744	907.405	-167.501	53.316
995	9.94000	821.616	277.495	22.234	691.446	-176.713	100.091	734.584	-175.417	980.671	667.267	4.406	1498.077	688.470	222.493	103.068	754.994	186.252	530.145	773.561	-135.888	1535.571	906.485	213.148	51.837	635.472	167.816	82.933	820.181	-229.743	24.581	747.244	165.671	1529.989	642.093	-114.146	82.843	752.972	-154.766	524.444	707.121	191.009	987.812	907.427	-167.476	53.307
996	9.95000	821.608	277.488	22.259	691.501	-176.690	100.048	733.302	-175.517	980.780	666.857	4.355	1498.390	688.444	222.452	103.043	754.883	186.128	530.124	773.185	-135.851	1535.710	906.441	213.094	51.881	635.431	167.796	82.871	820.169	-229.786	24.588	746.789	165.696	1530.108	642.104	-114.114	82.827	753.474	-155.129	524.660	705.551	190.894	987.879	907.443	-167.471	53.305
997	9.96000	821.613	277.463	22.291	691.554	-176.664	100.036	731.841	-175.640	980.902	666.409	4.320	1498.771	688.391	222.391	102.995	754.844	186.046	530.096	772.845	-135.843	1535.849	906.401	213.110	51.993	635.418	167.789	82.831	820.163	-229.755	24.582	746.450	165.714	1530.265	642.096	-114.133	82.772	754.140	-155.131	524.612	703.835	190.809	987.950	907.449	-167.453	53.274
998	9.97000	821.625	277.447	22.297	691.625	-176.678	100.012	730.381	-175.790	980.933	666.075	4.300	1499.139	688.350	222.315	102.974	754.962	185.959	530.105	772.640	-135.820	1536.058	906.372	213.048	52.075	635.368	167.760	82.749	820.159	-229.803	24.658	746.190	165.700	1530.459	642.104	-114.127	82.727	754.888	-155.031	524.374	701.997	190.735	988.024	907.452	-167.465	53.287
999	9.98000	821.619	277.419	22.315	691.673	-176.645	99.976	728.776	-176.015	980.989	665.803	4.289	1499.502	688.331	222.257	102.931	755.212	185.802	530.123	772.485	-135.735	1536.211	906.342	212.992	52.147	635.321	167.741	82.710	820.169	-229.764	24.697	745.978	165.728	1530.603	642.086	-114.108	82.682	755.761	-155.415	524.531	699.971	190.624	988.112	907.467	-167.416	53.310
1000	9.99000	821.616	277.399	22.310	691.761	-176.620	99.923	726.977	-176.341	981.076	665.589	4.311	1499.968	688.345	222.229	102.920	755.636	185.610	530.119	772.450	-135.659	1536.366	906.307	213.008	52.265	635.288	167.736	82.643	820.154	-229.750	24.746	745.907	165.767	1530.742	642.070	-114.142	82.630	756.784	-155.504	524.441	697.806	190.513	988.184	907.473	-167.405	53.306
1001	10.00000	821.629	277.390	22.301	691.871	-176.575	99.906	725.038	-176.648	981.270	665.495	4.271	1500.419	688.405	222.182	102.894	756.125	185.450	530.187	772.528	-135.558	1536.426	906.274	213.008	52.267	635.312	167.739	82.602	820.171	-229.731	24.674	745.947	165.804	1530.868	642.070	-114.116	82.536	757.880	-156.365	524.800	695.500	190.314	988.242	907.487	-167.348	53.321
1002	10.01000	821.642	277.375	22.299	691.985	-176.514	99.881	722.902	-176.962	981.414	665.467	4.234	1500.942	688.497	222.107	102.840	756.692	185.273	530.261	772.703	-135.448	1536.467	906.310	213.035	52.329	635.342	167.732	82.590	820.161	-229.760	24.779	746.061	165.851	1530.971	642.088	-114.079	82.465	759.237	-156.949	524.943	693.017	190.116	988.263	907.501	-167.322	53.329
1003	10.02000	821.626	277.372	22.312	692.129	-176.495	99.964	720.525	-177.322	981.559	665.493	4.209	1501.401	688.581	222.012	102.842	757.218	185.069	530.380	773.001	-135.385	1536.430	906.314	213.016	52.311	635.373	167.703	82.613	820.189	-229.722	24.806	746.375	165.898	1531.016	642.103	-114.022	82.471	760.479	-157.104	524.996	690.423	189.875	988.270	907.523	-167.279	53.327
1004	10.03000	821.634	277.346	22.297	692.277	-176.430	99.890	717.959	-177.686	981.681	665.698	4.251	1501.965	688.666	221.906	102.848	757.714	184.851	530.383	773.402	-135.227	1536.253	906.327	213.024	52.363	635.380	167.664	82.610	820.173	-229.758	24.862	746.746	165.987	1531.046	642.116	-113.967	82.419	761.720	-157.174	524.987	687.660	189.594	988.296	907.547	-167.277	53.314
1005	10.04000	821.645	277.351	22.329	692.441	-176.416	99.933	715.236	-178.118	981.879	665.983	4.237	1502.442	688.744	221.835	102.866	758.186	184.684	530.431	773.895	-135.102	1536.086	906.322	213.039	52.406	635.394	167.622	82.603	820.174	-229.730	24.773	747.211	166.047	1530.993	642.128	-113.971	82.434	763.063	-157.300	525.055	684.747	189.331	988.296	907.543	-167.263	53.308
1006	10.05000	821.640	277.326	22.352	692.569	-176.404	99.981	712.275	-178.649	981.968	666.349	4.268	1502.991	688.819	221.761	102.884	758.604	184.522	530.423	774.476	-134.917	1535.810	906.306	212.995	52.422	635.404	167.597	82.591	820.167	-229.742	24.824	747.835	166.190	1530.938	642.132	-113.969	82.402	764.545	-157.494	524.973	681.659	189.092	988.345	907.549	-167.271	53.331
1007	10.06000	821.647	277.322	22.365	692.718	-176.410	99.978	709.198	-179.316	982.089	666.816	4.331	1503.465	688.862	221.721	102.912	759.009	184.418	530.472	775.132	-134.772	1535.444	906.290	213.005	52.497	635.391	167.598	82.588	820.174	-229.714	24.889	748.536	166.245	1530.740	642.125	-113.999	82.366	766.161	-157.821	524.994	678.373	188.855	988.436	907.555	-167.248	53.323
1008	10.07000	821.657	277.318	22.384	692.901	-176.404	99.988	705.926	-180.010	982.120	667.435	4.402	1503.786	688.901	221.688	102.902	759.369	184.493	530.556	775.925	-134.594	1534.995	906.243	213.025	52.606	635.369	167.604	82.565	820.208	-229.712	24.944	749.382	166.357	1530.491	642.108	-114.009	82.353	768.066	-158.148	524.957	674.902	188.645	988.537	907.561	-167.228	53.336
1009	10.08000	821.636	277.305	22.377	693.084	-176.426	100.035	702.384	-180.665	982.071	668.170	4.504	1504.115	688.937	221.667	102.872	759.691	184.630	530.567	776.809	-134.357	1534.376	906.188	213.014	52.753	635.318	167.600	82.518	820.194	-229.742	24.938	750.386	166.497	1530.032	642.097	-114.008	82.367	770.147	-158.473	524.866	671.217	188.439	988.671	907.566	-167.215	53.349
1010	10.09000	821.615	277.294	22.396	693.375	-176.412	99.985	698.666	-181.307	981.806	669.044	4.593	1504.262	688.925	221.656	102.817	760.492	186.600	531.196	777.864	-134.173	1533.610	906.119	213.040	52.984	635.236	167.616	82.447	820.168	-229.688	24.885	751.492	166.536	1529.556	642.116	-114.002	82.364	772.422	-159.035	524.856	667.327	188.180	988.787	907.544	-167.161	53.408
1011	10.10000	821.584	277.280	22.393	693.572	-176.423	99.989	694.893	-181.907	981.313	670.031	4.696	1504.418	688.898	221.688	102.786	761.164	186.718	531.012	779.081	-134.016	1532.760	906.011	213.035	53.267	635.108	167.659	82.319	820.192	-229.674	25.007	752.818	166.632	1528.858	642.104	-113.989	82.301	774.889	-159.564	524.758	663.189	187.890	988.901	907.528	-167.140	53.468
1012	10.11000	821.579	277.254	22.442	693.700	-176.403	100.016	691.008	-182.539	980.715	671.147	4.816	1504.361	688.850	221.699	102.726	762.073	186.761	530.896	780.409	-133.771	1531.648	905.876	213.016	53.550	635.002	167.753	82.277	820.183	-229.708	25.050	754.244	166.738	1527.891	642.052	-114.013	82.300	777.612	-160.237	524.521	658.821	187.645	989.002	907.490	-167.132	53.530
1013	10.12000	821.565	277.243	22.515	693.887	-176.428	100.045	686.874	-183.145	979.929	672.389	4.901	1504.167	688.873	221.732	102.684	763.235	186.908	530.865	781.896	-133.460	1530.228	905.753	212.968	53.828	634.898	167.806	82.174	820.179	-229.653	25.044	755.814	166.793	1526.778	641.996	-114.044	82.270	780.770	-161.112	524.289	654.179	187.447	988.976	907.484	-167.102	53.589
1014	10.13000	821.539	277.232	22.553	694.153	-176.380	100.022	682.391	-183.626	979.221	673.747	5.062	1503.725	688.909	221.722	102.644	764.732	187.243	530.828	783.522	-133.251	1528.680	905.681	212.904	54.123	634.803	167.800	82.013	820.182	-229.659	25.063	757.545	166.949	1525.246	642.018	-114.087	82.320	784.172	-161.863	523.997	649.369	187.275	988.947	907.502	-167.071	53.616
1015	10.14000	821.507	277.198	22.626	694.573	-176.487	100.223	677.489	-183.963	978.608	675.160	5.204	1502.960	688.926	221.674	102.568	766.566	187.867	530.776	785.253	-132.866	1526.787	905.618	212.900	54.636	634.674	167.791	81.899	820.182	-229.695	25.016	759.305	167.038	1523.551	642.039	-114.102	82.451	787.820	-162.763	523.796	644.333	187.091	988.746	907.558	-167.039	53.643
1016	10.15000	821.452	277.176	22.689	694.897	-176.513	100.236	672.326	-184.143	977.707	676.672	5.392	1501.885	688.883	221.597	102.483	768.709	188.774	530.555	787.072	-132.541	1524.535	905.525	212.852	55.187	634.536	167.793	81.743	820.188	-229.631	25.126	761.169	167.117	1521.365	642.122	-114.122	82.556	791.469	-163.621	523.487	639.120	186.984	988.463	907.630	-167.000	53.701
1017	10.16000	821.381	277.163	22.780	695.099	-176.592	100.228	667.193	-184.220	976.469	678.304	5.601	1500.478	688.802	221.550	102.365	771.145	189.962	530.288	788.984	-132.272	1521.846	904.862	213.330	56.253	634.361	167.723	81.570	820.201	-229.687	25.146	763.140	167.234	1518.876	642.182	-114.163	82.625	794.933	-164.715	523.179	633.732	187.133	988.166	907.607	-167.007	53.760
1018	10.17000	821.338	277.132	22.893	695.183	-176.821	100.233	662.114	-184.324	974.949	679.951	5.731	1498.700	688.806	221.556	102.236	773.836	191.317	529.878	790.952	-131.879	1518.770	904.657	213.289	56.896	634.204	167.686	81.338	820.220	-229.636	25.137	765.114	167.273	1515.916	642.120	-114.358	82.583	798.083	-165.967	522.666	628.229	187.628	987.802	907.523	-167.005	53.900
1019	10.18000	821.237	277.114	22.994	695.195	-177.001	100.176	657.201	-184.456	973.042	681.666	5.881	1496.513	688.883	221.631	102.082	776.689	192.848	529.482	792.995	-131.562	1515.306	904.433	213.349	57.751	634.050	167.739	81.168	820.176	-229.658	25.081	767.155	167.345	1512.447	641.949	-114.579	82.441	801.138	-167.341	522.139	622.780	188.457	987.121	907.418	-167.001	54.122
1020	10.19000	821.128	277.117	23.134	695.272	-177.209	100.065	652.311	-184.578	970.743	683.352	6.100	1493.836	688.862	221.702	101.958	779.739	194.579	529.025	795.085	-131.194	1511.355	904.119	213.420	58.673	633.838	167.782	80.996	820.137	-229.620	25.122	769.130	167.561	1508.302	641.669	-114.755	82.252	804.052	-168.898	521.429	617.314	189.423	985.871	907.280	-166.989	54.406
1021	10.20000	820.968	277.137	23.313	695.246	-177.356	99.848	647.468	-184.601	968.090	685.030	6.280	1490.690	688.814	221.728	101.803	782.956	196.471	528.387	797.165	-130.810	1506.908	903.697	213.540	59.778	633.523	167.818	80.786	820.126	-229.649	25.126	771.085	167.582	1503.867	641.447	-114.906	82.033	806.936	-170.552	520.666	611.580	190.257	984.313	907.149	-166.966	54.652
1022	10.21000	820.777	277.223	23.516	695.356	-177.461	99.665	642.510	-184.415	965.132	686.681	6.406	1487.047	688.628	221.795	101.742	786.350	198.484	527.625	799.241	-130.427	1501.892	903.220	213.764	60.928	633.250	167.838	80.563	820.122	-229.576	25.159	773.008	167.553	1498.810	641.301	-115.024	81.796	809.883	-172.123	519.742	605.769	190.844	982.318	906.999	-166.923	54.845
1023	10.22000	820.488	277.410	23.759	695.547	-177.542	99.341	637.492	-184.157	961.858	688.329	6.584	1482.858	688.456	221.814	101.616	789.885	200.690	526.808	801.323	-129.954	1496.213	902.686	214.236	62.055	632.959	167.835	80.343	820.100	-229.605	25.264	774.831	167.572	1493.241	641.146	-114.986	81.543	812.909	-173.606	518.719	600.015	191.191	979.829	906.885	-166.867	55.090
1024	10.23000	820.230	277.614	24.059	695.723	-177.541	98.990	632.492	-183.988	958.206	689.900	6.774	1478.176	688.323	221.705	101.448	793.436	202.981	525.834	803.358	-129.593	1490.100	902.233	214.758	63.137	632.748	167.850	80.075	820.077	-229.567	25.236	776.557	167.573	1487.035	640.985	-114.996	81.204	816.078	-175.124	517.557	594.715	191.072	976.373	906.743	-166.789	55.316
1025	10.24000	820.018	277.771	24.341	695.886	-177.506	98.554	627.440	-183.958	954.282	691.466	6.903	1472.827	688.267	221.364	101.142	796.981	205.367	524.795	805.315	-129.133	1483.344	901.804	215.160	64.015	632.569	167.850	79.904	820.031	-229.539	25.253	778.185	167.593	1480.324	640.814	-115.079	80.896	819.153	-176.716	516.345	589.648	190.900	972.292	906.635	-166.755	55.558
