NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:19:43.755	2063631.96175450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
242	2.41000	815.407	281.029	31.040	691.297	-183.854	92.657	309.512	-188.519	562.183	363.660	22.172	1058.787	680.567	222.594	97.175	758.625	268.426	521.887	472.247	-129.339	1059.969	893.002	221.590	83.339	627.659	168.120	78.524	826.293	-230.973	35.359	464.190	182.311	1054.352	636.818	-126.283	75.338	771.501	-232.476	514.884	284.932	206.646	567.209	902.590	-164.960	83.214
243	2.42000	815.450	281.028	30.724	691.379	-184.008	92.683	308.794	-188.338	561.118	356.022	21.714	1058.121	680.604	222.736	97.079	757.981	269.126	521.647	464.637	-129.806	1060.385	893.147	221.600	82.958	627.710	168.099	78.517	826.326	-231.100	35.075	456.060	182.536	1055.176	636.939	-126.235	75.424	771.016	-232.857	514.960	283.742	206.723	566.103	902.682	-165.064	82.938
244	2.43000	815.460	280.996	30.670	691.420	-184.128	92.657	308.055	-188.194	560.111	348.839	21.165	1057.499	680.484	222.863	97.072	757.416	269.880	521.450	457.425	-130.274	1060.729	893.152	221.572	82.955	627.595	168.099	78.485	826.335	-231.172	34.714	448.279	182.720	1055.847	637.010	-126.242	75.508	770.612	-233.211	514.942	282.681	206.783	565.002	902.790	-165.082	82.644
245	2.44000	815.489	280.952	30.632	691.475	-184.315	92.680	307.333	-188.106	559.135	342.059	20.595	1056.921	680.400	223.115	97.133	756.909	270.587	521.320	450.617	-130.686	1060.926	893.147	221.545	82.978	627.543	168.219	78.505	826.342	-231.238	34.334	440.913	182.862	1056.463	637.034	-126.271	75.599	770.161	-233.864	515.009	281.708	206.935	563.999	902.898	-165.167	82.283
246	2.45000	815.531	280.985	30.535	691.593	-184.477	92.667	306.709	-188.099	558.283	335.680	20.027	1056.429	680.435	223.357	97.151	756.428	271.235	521.332	444.184	-131.044	1061.041	893.218	221.586	82.819	627.528	168.372	78.605	826.363	-231.380	33.792	433.659	183.398	1057.034	637.131	-126.344	75.695	769.674	-234.313	515.019	280.798	207.082	563.046	903.093	-165.411	81.795
247	2.46000	815.571	281.032	30.316	691.726	-184.622	92.628	306.191	-188.073	557.339	329.603	19.492	1056.076	680.768	222.924	97.053	755.973	271.781	521.347	438.090	-131.308	1061.092	893.359	221.692	82.433	627.663	168.309	78.907	826.388	-231.586	33.520	427.068	183.441	1057.602	637.399	-126.359	75.822	769.241	-234.809	514.934	279.960	207.227	562.174	903.294	-165.607	81.335
248	2.47000	815.614	281.065	29.910	691.896	-184.818	92.580	305.669	-188.020	556.580	323.880	19.141	1055.704	680.680	223.855	97.185	755.560	272.246	521.443	432.401	-131.531	1061.215	893.550	221.781	81.787	627.678	168.637	78.985	826.451	-231.777	33.078	420.816	183.467	1058.213	637.713	-126.333	76.003	768.942	-235.300	515.077	279.197	207.307	561.382	903.487	-165.864	80.807
249	2.48000	815.719	281.118	29.243	692.083	-185.072	92.669	305.137	-187.940	555.849	318.455	18.788	1055.373	681.199	223.487	97.171	755.203	272.638	521.526	426.999	-131.682	1061.329	893.925	221.723	80.560	627.746	168.468	79.588	826.455	-231.894	32.466	414.861	183.425	1058.784	637.945	-126.378	76.204	768.516	-235.623	515.083	278.437	207.336	560.716	903.708	-166.010	80.171
250	2.49000	815.925	281.095	28.201	692.332	-185.281	92.654	304.520	-187.855	555.236	313.342	18.525	1055.103	681.493	224.357	97.218	754.847	272.922	521.566	421.886	-131.805	1061.538	894.590	221.583	78.559	628.175	168.671	79.784	826.559	-232.008	31.898	409.256	183.369	1059.421	638.151	-126.373	76.324	768.143	-235.794	514.969	277.756	207.297	560.067	904.047	-166.021	79.230
251	2.50000	816.182	281.018	27.064	692.625	-185.460	92.573	303.880	-187.802	554.815	308.504	18.214	1054.855	682.174	224.563	97.146	754.533	273.145	521.487	417.093	-131.922	1061.744	895.391	221.400	76.357	628.720	168.639	80.167	826.748	-231.992	31.180	403.923	183.329	1060.066	638.480	-126.453	76.577	767.850	-236.245	515.046	277.088	207.195	559.536	904.421	-165.841	78.254
252	2.51000	816.433	280.924	26.177	692.909	-185.566	92.472	303.238	-187.733	554.288	303.925	17.938	1054.695	682.835	224.701	96.994	754.306	273.328	521.267	412.595	-132.002	1061.989	896.125	221.090	74.600	629.267	168.478	80.374	826.925	-231.938	30.400	398.840	183.274	1060.649	638.773	-126.523	76.733	767.535	-236.330	514.988	276.453	207.023	559.075	904.719	-165.769	77.173
253	2.52000	816.578	280.830	25.913	693.174	-185.710	92.398	302.599	-187.717	553.916	299.633	17.673	1054.414	683.208	224.545	96.834	754.132	273.451	520.998	408.293	-132.065	1062.254	896.479	220.903	73.889	629.470	168.349	80.433	827.075	-231.844	29.647	394.278	182.740	1061.237	639.022	-126.569	76.954	767.392	-236.336	515.050	275.887	206.889	558.680	905.077	-165.663	76.102
254	2.53000	816.607	280.712	25.951	693.442	-185.790	92.338	302.054	-187.714	553.551	295.449	17.453	1054.231	683.200	224.453	96.811	754.045	273.436	520.812	404.233	-132.123	1062.644	896.538	220.727	73.783	629.441	168.264	80.392	827.227	-231.798	29.010	389.633	182.677	1061.720	639.223	-126.620	77.108	767.313	-236.163	515.156	275.355	206.710	558.309	905.416	-165.516	75.076
255	2.54000	816.600	280.679	26.066	693.720	-185.954	92.409	301.472	-187.776	553.252	291.476	17.233	1054.041	683.042	224.498	96.886	754.021	273.285	520.790	400.356	-132.186	1062.940	896.490	220.604	73.974	629.313	168.302	80.352	827.406	-231.690	28.351	385.181	182.598	1062.197	639.506	-126.655	77.368	767.229	-235.955	515.369	274.919	206.631	557.959	905.709	-165.406	74.020
256	2.55000	816.589	280.675	26.089	694.049	-186.101	92.415	300.962	-187.823	552.923	287.650	17.082	1053.737	682.921	224.610	96.927	754.059	273.031	520.892	396.640	-132.254	1063.262	896.432	220.635	74.054	629.222	168.376	80.362	827.530	-231.755	27.818	380.881	182.528	1062.543	639.787	-126.748	77.611	767.253	-235.648	515.469	274.574	206.645	557.581	906.005	-165.239	73.060
257	2.56000	816.590	280.718	26.128	694.323	-186.169	92.358	300.525	-187.856	552.460	284.010	16.838	1053.377	682.866	224.734	97.006	754.432	272.845	521.371	393.057	-132.323	1063.525	896.439	220.671	74.052	629.223	168.467	80.354	827.661	-231.700	27.465	376.765	182.445	1062.823	640.050	-126.748	77.840	767.323	-235.203	515.609	274.302	206.723	557.126	906.257	-165.109	72.323
258	2.57000	816.618	280.719	26.076	694.459	-186.168	92.327	300.176	-187.880	551.972	280.477	16.635	1052.975	682.938	224.766	97.025	754.536	272.357	521.495	389.633	-132.433	1063.799	896.483	220.668	73.832	629.268	168.503	80.390	827.759	-231.634	27.221	372.785	182.379	1063.023	640.175	-126.736	77.962	767.473	-234.717	515.669	274.128	206.781	556.684	906.429	-164.992	71.807
259	2.58000	816.668	280.672	25.930	694.557	-186.125	92.382	299.870	-187.979	551.452	277.134	16.415	1052.503	683.041	224.749	97.056	754.688	271.734	521.520	386.332	-132.513	1064.051	896.602	220.605	73.443	629.312	168.516	80.484	827.802	-231.603	27.125	369.031	182.323	1063.138	640.222	-126.745	78.043	767.721	-234.158	515.876	273.995	206.854	556.171	906.534	-164.919	71.454
260	2.59000	816.756	280.619	25.594	694.651	-186.064	92.365	299.608	-188.034	550.937	273.933	16.200	1052.088	683.306	224.678	97.082	754.810	271.161	521.536	383.222	-132.620	1064.274	896.854	220.364	72.665	629.501	168.532	80.643	827.882	-231.601	26.877	365.495	182.285	1063.167	640.240	-126.758	78.055	767.937	-233.630	515.869	273.844	206.807	555.685	906.596	-164.864	71.046
261	2.60000	816.931	280.515	24.967	694.824	-186.020	92.439	299.418	-188.106	550.365	270.976	15.960	1051.663	683.730	224.778	97.166	755.003	270.522	521.554	380.183	-132.707	1064.456	897.306	220.132	71.353	629.774	168.463	80.862	827.940	-231.532	26.805	362.144	182.237	1063.115	640.305	-126.717	78.100	768.256	-233.079	515.942	273.700	206.783	555.264	906.715	-164.788	70.585
262	2.61000	817.169	280.418	24.404	694.991	-185.919	92.397	299.251	-188.168	549.827	268.179	15.742	1051.169	684.322	224.719	97.184	755.202	269.849	521.561	377.366	-132.791	1064.622	897.921	219.826	69.703	630.237	168.389	81.143	828.048	-231.518	26.706	358.999	182.208	1063.038	640.410	-126.641	78.189	768.540	-232.488	515.954	273.564	206.708	554.872	906.829	-164.736	70.014
263	2.62000	817.411	280.250	24.077	695.233	-185.845	92.421	298.935	-188.688	549.897	265.596	15.594	1050.695	684.962	224.734	97.235	755.437	269.071	521.559	374.735	-132.701	1064.510	898.518	219.342	68.352	630.599	168.289	81.418	828.082	-231.468	26.388	356.081	182.170	1062.911	640.630	-126.579	78.293	768.832	-231.949	515.963	273.382	206.596	554.554	907.003	-164.621	69.463
264	2.63000	817.552	280.131	23.953	695.491	-185.828	92.484	298.915	-188.866	549.508	263.167	15.447	1050.162	685.508	224.544	97.190	755.711	268.290	521.584	372.256	-132.713	1064.546	898.976	218.983	67.669	630.851	168.125	81.519	828.152	-231.499	26.139	353.362	182.140	1062.771	640.823	-126.544	78.387	769.127	-231.373	516.074	273.216	206.447	554.290	907.203	-164.530	68.741
265	2.64000	817.619	280.094	23.949	695.707	-185.845	92.504	298.850	-188.994	549.059	260.860	15.310	1049.676	685.735	224.514	97.316	756.060	267.463	521.608	369.899	-132.800	1064.658	899.163	218.824	67.331	630.955	168.023	81.554	828.252	-231.402	25.877	350.869	182.109	1062.610	640.993	-126.578	78.546	769.468	-230.813	516.195	273.057	206.278	554.046	907.397	-164.357	68.026
266	2.65000	817.626	280.067	23.902	695.918	-185.792	92.452	298.843	-189.233	548.767	258.755	15.172	1049.228	685.737	224.485	97.377	756.438	266.618	521.636	367.740	-132.869	1064.821	899.206	218.770	67.164	630.979	167.968	81.501	828.328	-231.401	25.958	348.602	182.057	1062.436	641.178	-126.498	78.710	769.835	-230.230	516.300	272.955	206.148	553.811	907.551	-164.131	67.455
267	2.66000	817.647	280.060	23.891	696.109	-185.742	92.461	298.862	-189.367	548.460	256.863	15.030	1048.764	685.742	224.513	97.384	756.844	265.778	521.670	365.784	-132.929	1064.965	899.223	218.724	67.068	630.949	168.055	81.519	828.367	-231.284	25.939	346.558	182.018	1062.251	641.299	-126.385	78.804	770.371	-229.503	516.431	272.925	205.996	553.556	907.674	-163.994	67.142
268	2.67000	817.688	280.057	23.870	696.231	-185.625	92.470	298.929	-189.482	548.241	255.155	14.872	1048.428	685.794	224.519	97.450	757.241	264.965	521.741	364.030	-133.007	1065.118	899.274	218.687	66.928	630.964	168.085	81.518	828.422	-231.269	25.928	344.737	181.974	1062.129	641.375	-126.300	78.841	770.684	-228.911	516.408	272.988	205.883	553.325	907.741	-163.841	66.836
269	2.68000	817.719	280.025	23.858	696.289	-185.543	92.441	298.963	-189.465	548.008	253.700	14.704	1048.103	685.906	224.507	97.479	757.597	264.164	521.855	362.489	-133.068	1065.302	899.336	218.629	66.795	631.046	168.070	81.539	828.467	-231.210	25.899	343.151	181.956	1061.948	641.408	-126.282	78.857	771.039	-228.397	516.518	273.111	205.787	553.077	907.785	-163.740	66.713
270	2.69000	817.757	279.990	23.804	696.330	-185.510	92.495	298.973	-189.450	547.886	252.374	14.596	1047.819	686.073	224.373	97.505	757.947	263.411	521.964	361.130	-133.140	1065.473	899.420	218.510	66.505	631.175	168.007	81.581	828.456	-231.180	25.916	341.801	181.950	1061.847	641.372	-126.283	78.850	771.388	-227.907	516.525	273.277	205.718	552.905	907.795	-163.690	66.627
271	2.70000	817.820	279.949	23.816	696.372	-185.489	92.540	299.029	-189.408	547.741	251.295	14.479	1047.648	686.238	224.245	97.581	758.281	262.660	522.030	359.990	-133.178	1065.671	899.537	218.333	66.188	631.297	167.940	81.681	828.454	-231.232	25.996	340.683	181.919	1061.706	641.388	-126.292	78.855	771.736	-227.447	516.471	273.456	205.613	552.701	907.807	-163.646	66.581
272	2.71000	817.886	279.903	23.767	696.391	-185.444	92.542	299.109	-189.286	547.520	250.371	14.438	1047.513	686.403	224.135	97.624	758.636	261.930	522.122	359.010	-133.245	1065.875	899.643	218.173	65.796	631.432	167.839	81.726	828.424	-231.172	25.990	339.749	181.893	1061.578	641.396	-126.247	78.900	771.927	-226.192	515.729	273.642	205.497	552.602	907.815	-163.613	66.501
273	2.72000	817.964	279.811	23.724	696.443	-185.411	92.518	299.137	-189.361	547.320	249.643	14.394	1047.406	686.638	223.982	97.622	758.925	261.197	522.141	358.200	-133.305	1066.042	899.805	217.976	65.252	631.582	167.754	81.771	828.462	-231.186	26.003	339.074	181.886	1061.489	641.429	-126.243	78.875	772.318	-226.725	516.569	273.800	205.376	552.558	907.832	-163.574	66.409
274	2.73000	818.030	279.764	23.698	696.496	-185.394	92.559	299.230	-189.442	547.041	249.143	14.319	1047.345	686.899	223.923	97.674	759.250	260.472	522.208	357.558	-133.372	1066.199	899.982	217.783	64.833	631.724	167.693	81.825	828.486	-231.170	25.981	338.530	181.854	1061.385	641.469	-126.221	78.891	772.568	-226.347	516.563	273.947	205.226	552.607	907.860	-163.497	66.247
275	2.74000	818.071	279.739	23.730	696.563	-185.364	92.588	299.269	-189.635	546.912	248.779	14.281	1047.282	687.110	223.849	97.691	759.553	259.747	522.290	357.066	-133.428	1066.348	900.104	217.654	64.650	631.859	167.628	81.840	828.494	-231.089	25.951	338.197	181.819	1061.312	641.478	-126.249	78.905	772.778	-226.010	516.603	274.085	205.064	552.690	907.894	-163.439	66.081
276	2.75000	818.094	279.710	23.752	696.619	-185.334	92.602	299.311	-189.903	546.740	248.535	14.253	1047.237	687.179	223.784	97.774	759.894	259.069	522.326	356.780	-133.479	1066.496	900.140	217.594	64.598	631.987	167.685	81.768	828.542	-231.106	25.967	337.993	181.764	1061.217	641.516	-126.210	78.975	772.988	-225.694	516.586	274.177	204.888	552.783	907.919	-163.314	65.843
277	2.76000	818.091	279.687	23.796	696.731	-185.299	92.714	299.361	-190.071	546.540	248.477	14.178	1047.200	687.159	223.699	97.803	760.241	258.382	522.373	356.623	-133.541	1066.612	900.127	217.541	64.585	631.959	167.718	81.783	828.592	-231.069	26.015	337.976	181.717	1061.116	641.578	-126.181	79.008	773.140	-225.425	516.602	274.302	204.716	552.872	907.961	-163.207	65.576
278	2.77000	818.085	279.686	23.810	696.827	-185.291	92.765	299.364	-190.249	546.436	248.547	14.091	1047.158	687.148	223.634	97.763	760.552	257.743	522.364	356.644	-133.603	1066.697	900.111	217.491	64.558	631.915	167.709	81.718	828.616	-231.023	26.052	338.088	181.652	1061.005	641.669	-126.126	79.091	773.295	-225.139	516.675	274.468	204.544	552.928	908.048	-162.997	65.249
279	2.78000	818.075	279.675	23.820	696.929	-185.236	92.767	299.378	-190.331	546.290	248.795	13.987	1047.146	687.153	223.591	97.802	760.862	257.140	522.368	356.819	-133.686	1066.755	900.118	217.409	64.534	631.906	167.685	81.686	828.637	-231.022	26.076	338.387	181.579	1060.914	641.724	-126.037	79.151	773.446	-224.940	516.695	274.689	204.427	552.989	908.113	-162.896	65.063
280	2.79000	818.089	279.646	23.833	696.983	-185.230	92.790	299.384	-190.334	546.162	249.215	13.909	1047.136	687.180	223.478	97.769	761.156	256.611	522.351	357.161	-133.780	1066.781	900.109	217.368	64.477	631.894	167.658	81.647	828.670	-230.956	26.032	338.844	181.484	1060.818	641.789	-126.026	79.165	773.588	-224.692	516.724	274.928	204.346	552.987	908.152	-162.820	64.931
281	2.80000	818.102	279.611	23.842	696.993	-185.202	92.751	299.481	-189.940	545.623	249.807	13.843	1047.173	687.198	223.481	97.833	761.460	256.128	522.348	357.693	-133.911	1066.783	900.115	217.307	64.467	631.917	167.633	81.638	828.642	-230.946	26.000	339.476	181.391	1060.713	641.795	-126.062	79.204	773.662	-223.559	515.902	275.204	204.272	552.975	908.143	-162.766	64.862
282	2.81000	818.118	279.622	23.876	697.004	-185.172	92.775	299.468	-189.992	545.578	250.531	13.771	1047.217	687.226	223.421	97.850	761.709	255.676	522.365	358.415	-134.009	1066.760	900.127	217.287	64.398	631.920	167.626	81.663	828.660	-230.926	26.088	340.288	181.290	1060.603	641.747	-126.070	79.158	773.920	-224.287	516.708	275.501	204.199	552.998	908.125	-162.721	64.854
283	2.82000	818.107	279.600	23.885	696.968	-185.175	92.791	299.480	-190.096	545.576	251.413	13.710	1047.317	687.276	223.413	97.921	761.963	255.241	522.425	359.295	-134.112	1066.745	900.150	217.241	64.309	631.937	167.631	81.675	828.651	-230.892	26.099	341.272	181.229	1060.554	641.705	-126.068	79.156	774.067	-224.169	516.733	275.803	204.083	552.994	908.097	-162.696	64.851
284	2.83000	818.146	279.582	23.892	696.975	-185.197	92.785	299.492	-190.220	545.509	252.537	13.639	1047.368	687.312	223.377	97.920	762.201	254.859	522.456	360.282	-134.205	1066.658	900.177	217.171	64.201	631.979	167.592	81.697	828.711	-230.891	26.195	342.460	181.117	1060.444	641.703	-126.085	79.176	774.161	-224.066	516.729	276.112	204.008	553.055	908.090	-162.680	64.826
285	2.84000	818.139	279.583	23.871	696.972	-185.228	92.816	299.508	-190.330	545.497	253.735	13.604	1047.501	687.369	223.300	97.908	762.421	254.549	522.495	361.456	-134.287	1066.530	900.202	217.123	64.088	632.011	167.571	81.744	828.661	-230.948	26.156	343.797	181.025	1060.326	641.729	-126.073	79.181	774.256	-223.931	516.736	276.379	203.897	553.161	908.094	-162.713	64.826
286	2.85000	818.148	279.565	23.900	696.975	-185.230	92.812	299.553	-190.455	545.453	255.139	13.595	1047.620	687.407	223.309	97.983	762.648	254.210	522.489	362.795	-134.370	1066.434	900.223	217.079	64.071	632.013	167.549	81.698	828.656	-230.940	26.135	345.326	180.952	1060.212	641.731	-126.100	79.190	774.318	-223.912	516.730	276.619	203.826	553.274	908.078	-162.711	64.803
287	2.86000	818.162	279.567	23.929	696.966	-185.250	92.797	299.649	-190.588	545.448	256.671	13.580	1047.749	687.423	223.310	97.983	762.871	253.861	522.492	364.313	-134.470	1066.256	900.198	217.056	64.010	632.010	167.565	81.722	828.652	-230.946	26.104	347.026	180.844	1060.083	641.734	-126.108	79.215	774.388	-223.910	516.768	276.859	203.734	553.411	908.068	-162.706	64.771
288	2.87000	818.139	279.551	23.942	696.985	-185.273	92.804	299.775	-190.658	545.446	258.425	13.549	1047.883	687.393	223.278	98.005	763.084	253.560	522.487	365.982	-134.550	1066.071	900.172	217.040	64.057	631.979	167.571	81.693	828.662	-230.962	26.077	348.951	180.786	1059.957	641.728	-126.137	79.203	774.486	-223.875	516.741	277.107	203.653	553.569	908.055	-162.685	64.691
289	2.88000	818.147	279.570	23.968	697.004	-185.292	92.810	299.949	-190.702	545.480	260.282	13.566	1048.050	687.351	223.247	97.989	763.332	253.285	522.496	367.807	-134.650	1065.920	900.140	217.026	64.124	631.942	167.587	81.671	828.649	-230.916	26.095	351.009	180.707	1059.809	641.729	-126.163	79.224	774.552	-223.878	516.801	277.371	203.592	553.752	908.056	-162.646	64.672
290	2.89000	818.121	279.557	23.992	696.991	-185.306	92.821	300.086	-190.758	545.589	262.361	13.567	1048.251	687.330	223.230	97.984	763.578	253.032	522.481	369.803	-134.779	1065.769	900.086	217.029	64.184	631.896	167.586	81.648	828.653	-230.916	26.147	353.269	180.649	1059.630	641.746	-126.173	79.224	774.641	-223.858	516.748	277.621	203.526	553.882	908.053	-162.634	64.677
291	2.90000	818.111	279.555	24.040	696.971	-185.335	92.862	300.274	-190.817	545.752	264.635	13.605	1048.448	687.310	223.212	97.990	763.803	252.792	522.485	371.930	-134.982	1065.815	900.033	217.027	64.314	631.863	167.627	81.630	828.657	-230.902	26.126	355.694	180.583	1059.471	641.724	-126.176	79.220	774.726	-223.877	516.768	277.882	203.472	554.036	908.026	-162.628	64.663
292	2.91000	818.075	279.562	24.077	696.957	-185.366	92.851	300.476	-190.834	545.887	267.041	13.658	1048.664	687.259	223.158	97.969	764.001	252.575	522.480	374.284	-135.029	1065.586	899.974	217.050	64.443	631.816	167.598	81.590	828.648	-230.911	26.155	358.344	180.539	1059.307	641.710	-126.209	79.247	774.849	-223.833	516.761	278.158	203.422	554.203	908.008	-162.636	64.714
293	2.92000	818.066	279.564	24.111	696.934	-185.362	92.847	300.670	-190.852	546.021	269.653	13.721	1048.879	687.181	223.148	97.965	764.188	252.395	522.485	376.837	-135.040	1065.266	899.915	217.063	64.568	631.783	167.638	81.547	828.651	-230.934	26.164	361.165	180.504	1059.121	641.670	-126.228	79.232	774.972	-223.798	516.816	278.477	203.386	554.399	907.976	-162.616	64.734
294	2.93000	818.043	279.573	24.165	696.912	-185.393	92.807	300.858	-190.905	546.186	272.462	13.776	1049.082	687.138	223.057	97.900	764.397	252.225	522.524	379.600	-135.070	1065.015	899.831	217.085	64.680	631.750	167.668	81.524	828.622	-230.893	26.136	364.184	180.492	1058.940	641.650	-126.241	79.252	775.068	-223.657	516.768	278.758	203.318	554.576	907.960	-162.603	64.737
295	2.94000	818.035	279.590	24.181	696.908	-185.419	92.859	301.050	-190.982	546.408	275.507	13.809	1049.312	687.097	223.106	97.982	764.585	252.049	522.545	382.577	-135.086	1064.637	899.788	217.100	64.718	631.695	167.678	81.556	828.624	-230.879	26.121	367.413	180.452	1058.665	641.620	-126.287	79.257	775.213	-223.653	516.864	279.119	203.254	554.739	907.950	-162.601	64.741
